0.000000000000000000e+00,9.066829128290329054e-01,1.074159894489024936e+00,1.951462766593155429e+00,2.820295282020339300e+00,3.711604869343501978e+00,4.594709684131367489e+00,5.477916969736756236e+00,6.318137854834051659e+00,7.188430553062133299e+00,8.120062503906222418e+00
0.000000000000000000e+00,9.059646367955985768e-01,1.343308239831936479e+00,2.161973272298584270e+00,3.068788754577108424e+00,3.972562934783467448e+00,4.849906773172161678e+00,5.698353228613019184e+00,6.567958640365468170e+00,7.519515532674491354e+00,8.507068545449373076e+00
0.000000000000000000e+00,8.820405357401297497e-01,1.113411040103359229e+00,1.965518616354331005e+00,2.843320770758268168e+00,3.734855151397686868e+00,4.630055105785876535e+00,5.516503546377489187e+00,6.372616285332563635e+00,7.239455310730461335e+00,8.153559167338404023e+00
0.000000000000000000e+00,6.742979309727583637e-01,1.004405218704698788e+00,1.806157998239737994e+00,2.635087814074128953e+00,3.518516080699367610e+00,4.409178052682188209e+00,5.295167746130284847e+00,6.149923623385407545e+00,7.031034459642174106e+00,7.952924791379575531e+00
0.000000000000000000e+00,4.475355139631743140e-01,1.113649265630667351e+00,1.745290094695029826e+00,2.588338280696734106e+00,3.459952713492303378e+00,4.331886115543550630e+00,5.172208309563418815e+00,6.029362454755570866e+00,6.953327573863584909e+00,7.929985440536747809e+00
0.000000000000000000e+00,9.084523121125406275e-01,9.729652013944876110e-01,1.745423131008393414e+00,2.580333906632600094e+00,3.459304874153389608e+00,4.352775551432864987e+00,5.237941433863360530e+00,6.110153772576111919e+00,7.004995695208360296e+00,7.951114213999229463e+00
0.000000000000000000e+00,9.328308891416134951e-01,9.715922335069968607e-01,1.831732236445469564e+00,2.684645071846911701e+00,3.565243335284518089e+00,4.461287289558005575e+00,5.356773910087596846e+00,6.244090492101239676e+00,7.159009543655860064e+00,8.119492112608075018e+00
0.000000000000000000e+00,5.541783940735789393e-01,1.196005038811740917e+00,1.795550572636940068e+00,2.638165622604864424e+00,3.504601708518822356e+00,4.376412928837062566e+00,5.256157422514782240e+00,6.112572299168949286e+00,7.001638046617485678e+00,7.937256080512034018e+00
0.000000000000000000e+00,8.242667759316602005e-01,1.137417810538169816e+00,1.978921090696543095e+00,2.867835333165297484e+00,3.747131912851950908e+00,4.614110841391634743e+00,5.472976352887500617e+00,6.365576402853176496e+00,7.329095168307198094e+00,8.317716464485766181e+00
0.000000000000000000e+00,7.258337844845603737e-01,1.083860947556277043e+00,1.865733400078523285e+00,2.724617959581348003e+00,3.611528785934797980e+00,4.503219102305090260e+00,5.393100137842310460e+00,6.248977559958694528e+00,7.134706015700198023e+00,8.072755643687266058e+00
